start_profile,strategy,weather_seed,status,loss_reason,months_played,final_budget,final_energy_autarky,final_citizen_satisfaction,final_supply_security,final_score,demand_growth_cap
current,storage_first,100,lost,bankrupt,5,0,10,72,15,9,2.0
current,subsidy_first,1,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,2,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,3,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,4,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,5,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,6,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,7,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,8,lost,bankrupt,6,0,95,87,4,17,2.0
current,subsidy_first,9,lost,bankrupt,6,0,95,87,4,17,2.0
current,subsidy_first,10,lost,bankrupt,6,0,95,87,4,17,2.0
current,subsidy_first,11,lost,bankrupt,6,0,95,87,4,17,2.0
current,subsidy_first,12,lost,bankrupt,6,0,95,87,4,17,2.0
current,subsidy_first,13,lost,bankrupt,6,0,83,87,4,16,2.0
current,subsidy_first,14,lost,bankrupt,6,0,83,87,4,16,2.0
current,subsidy_first,15,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,16,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,17,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,18,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,19,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,20,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,21,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,22,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,23,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,24,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,25,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,26,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,27,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,28,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,29,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,30,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,31,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,32,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,33,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,34,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,35,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,36,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,37,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,38,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,39,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,40,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,41,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,42,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,43,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,44,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,45,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,46,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,47,lost,bankrupt,6,0,100,86,4,18,2.0
current,subsidy_first,48,lost,bankrupt,6,0,100,86,4,18,2.0
current,subsidy_first,49,lost,bankrupt,6,0,100,86,4,18,2.0
current,subsidy_first,50,lost,bankrupt,6,0,100,86,4,18,2.0
current,subsidy_first,51,lost,bankrupt,6,0,100,86,4,18,2.0
current,subsidy_first,52,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,53,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,54,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,55,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,56,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,57,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,58,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,59,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,60,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,61,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,62,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,63,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,64,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,65,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,66,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,67,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,68,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,69,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,70,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,71,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,72,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,73,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,74,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,75,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,76,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,77,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,78,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,79,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,80,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,81,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,82,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,83,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,84,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,85,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,86,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,87,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,88,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,89,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,90,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,91,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,92,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,93,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,94,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,95,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,96,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,97,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,98,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,99,lost,bankrupt,6,0,100,87,4,18,2.0
current,subsidy_first,100,lost,bankrupt,6,0,100,87,4,18,2.0
current,adaptive,1,lost,bankrupt,9,0,39,76,12,11,2.0
current,adaptive,2,lost,bankrupt,9,0,39,76,12,11,2.0
current,adaptive,3,lost,bankrupt,9,0,39,76,12,11,2.0
current,adaptive,4,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,5,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,6,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,7,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,8,lost,bankrupt,8,0,54,74,12,13,2.0
current,adaptive,9,lost,bankrupt,8,0,54,74,12,13,2.0
current,adaptive,10,lost,bankrupt,8,0,54,74,12,13,2.0
current,adaptive,11,lost,bankrupt,11,0,46,58,7,9,2.0
current,adaptive,12,lost,bankrupt,11,0,46,58,7,9,2.0
current,adaptive,13,lost,bankrupt,8,0,60,56,12,12,2.0
current,adaptive,14,lost,bankrupt,8,0,60,56,12,12,2.0
current,adaptive,15,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,16,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,17,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,18,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,19,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,20,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,21,lost,bankrupt,8,0,60,56,12,12,2.0
current,adaptive,22,lost,bankrupt,8,0,60,56,12,12,2.0
current,adaptive,23,lost,bankrupt,8,0,60,56,12,12,2.0
current,adaptive,24,lost,bankrupt,9,0,49,55,12,10,2.0
current,adaptive,25,lost,bankrupt,9,0,49,55,12,10,2.0
current,adaptive,26,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,27,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,28,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,29,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,30,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,31,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,32,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,33,lost,bankrupt,9,0,46,76,12,12,2.0
current,adaptive,34,lost,bankrupt,9,0,45,76,12,12,2.0
current,adaptive,35,lost,bankrupt,9,0,45,76,12,12,2.0
current,adaptive,36,lost,bankrupt,9,0,45,76,12,12,2.0
current,adaptive,37,lost,bankrupt,9,0,45,76,12,12,2.0
current,adaptive,38,lost,bankrupt,9,0,45,76,12,12,2.0
current,adaptive,39,lost,bankrupt,9,0,45,76,12,12,2.0
current,adaptive,40,lost,bankrupt,9,0,45,76,12,12,2.0
current,adaptive,41,lost,bankrupt,9,0,45,76,12,12,2.0
current,adaptive,42,lost,bankrupt,9,0,45,76,12,12,2.0
current,adaptive,43,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,44,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,45,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,46,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,47,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,48,lost,bankrupt,8,0,56,56,12,11,2.0
current,adaptive,49,lost,bankrupt,8,0,56,56,12,11,2.0
current,adaptive,50,lost,bankrupt,8,0,56,56,12,11,2.0
current,adaptive,51,lost,bankrupt,8,0,56,56,12,11,2.0
current,adaptive,52,lost,bankrupt,6,0,61,58,12,12,2.0
current,adaptive,53,lost,bankrupt,6,0,61,58,12,12,2.0
current,adaptive,54,lost,bankrupt,6,0,61,58,12,12,2.0
current,adaptive,55,lost,bankrupt,6,0,61,58,12,12,2.0
current,adaptive,56,lost,bankrupt,6,0,61,58,12,12,2.0
current,adaptive,57,lost,bankrupt,6,0,61,58,12,12,2.0
current,adaptive,58,lost,bankrupt,6,0,61,58,12,12,2.0
current,adaptive,59,lost,bankrupt,6,0,61,58,12,12,2.0
current,adaptive,60,lost,bankrupt,6,0,61,58,12,12,2.0
current,adaptive,61,lost,bankrupt,8,0,56,56,12,11,2.0
current,adaptive,62,lost,bankrupt,8,0,56,56,12,11,2.0
current,adaptive,63,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,64,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,65,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,66,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,67,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,68,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,69,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,70,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,71,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,72,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,73,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,74,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,75,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,76,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,77,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,78,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,79,lost,bankrupt,9,0,40,76,12,12,2.0
current,adaptive,80,lost,bankrupt,10,0,40,78,12,12,2.0
current,adaptive,81,lost,bankrupt,10,0,40,78,12,12,2.0
current,adaptive,82,lost,bankrupt,10,0,40,78,12,12,2.0
current,adaptive,83,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,84,lost,bankrupt,7,0,59,57,12,11,2.0
current,adaptive,85,lost,bankrupt,8,0,56,56,12,11,2.0
current,adaptive,86,lost,bankrupt,8,0,56,56,12,11,2.0
current,adaptive,87,lost,bankrupt,8,0,56,56,12,11,2.0
current,adaptive,88,lost,bankrupt,8,0,56,56,12,11,2.0
current,adaptive,89,lost,bankrupt,10,0,40,78,12,12,2.0
current,adaptive,90,lost,bankrupt,10,0,40,78,12,12,2.0
current,adaptive,91,lost,bankrupt,10,0,40,78,12,12,2.0
current,adaptive,92,lost,bankrupt,10,0,40,78,12,12,2.0
current,adaptive,93,lost,bankrupt,10,0,40,78,12,12,2.0
current,adaptive,94,lost,bankrupt,9,0,39,76,12,11,2.0
current,adaptive,95,lost,bankrupt,9,0,39,76,12,11,2.0
current,adaptive,96,lost,bankrupt,9,0,39,76,12,11,2.0
current,adaptive,97,lost,bankrupt,9,0,39,76,12,11,2.0
current,adaptive,98,lost,bankrupt,9,0,39,76,12,11,2.0
current,adaptive,99,lost,bankrupt,9,0,39,76,12,11,2.0
current,adaptive,100,lost,bankrupt,9,0,39,76,12,11,2.0
challenge,solar_first,1,lost,bankrupt,14,0,40,100,15,15,2.0
challenge,solar_first,2,lost,bankrupt,14,0,40,100,15,15,2.0
challenge,solar_first,3,lost,bankrupt,14,0,40,100,15,15,2.0
challenge,solar_first,4,lost,bankrupt,48,0,32,100,15,14,2.0
challenge,solar_first,5,lost,bankrupt,48,0,32,100,15,14,2.0
challenge,solar_first,6,lost,bankrupt,48,0,32,100,15,14,2.0
challenge,solar_first,7,lost,bankrupt,48,0,32,100,15,14,2.0
challenge,solar_first,8,lost,bankrupt,39,0,30,100,15,14,2.0
challenge,solar_first,9,lost,bankrupt,39,0,30,100,15,14,2.0
challenge,solar_first,10,lost,bankrupt,38,0,30,100,15,14,2.0
challenge,solar_first,11,lost,bankrupt,15,0,33,100,15,14,2.0
challenge,solar_first,12,lost,bankrupt,15,0,33,100,15,14,2.0
challenge,solar_first,13,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,14,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,15,lost,bankrupt,15,0,33,100,15,14,2.0
challenge,solar_first,16,lost,bankrupt,15,0,33,100,15,14,2.0
challenge,solar_first,17,lost,bankrupt,15,0,33,100,15,14,2.0
challenge,solar_first,18,lost,bankrupt,15,0,33,100,15,14,2.0
challenge,solar_first,19,lost,bankrupt,15,0,33,100,15,14,2.0
challenge,solar_first,20,lost,bankrupt,15,0,33,100,15,14,2.0
challenge,solar_first,21,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,22,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,23,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,24,lost,bankrupt,13,0,40,100,15,15,2.0
challenge,solar_first,25,lost,bankrupt,13,0,40,100,15,15,2.0
challenge,solar_first,26,lost,bankrupt,12,0,33,100,15,14,2.0
challenge,solar_first,27,lost,bankrupt,12,0,33,100,15,14,2.0
challenge,solar_first,28,lost,bankrupt,12,0,33,100,15,14,2.0
challenge,solar_first,29,lost,bankrupt,12,0,33,100,15,14,2.0
challenge,solar_first,30,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,31,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,32,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,33,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,34,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,35,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,36,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,37,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,38,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,39,lost,bankrupt,12,0,33,100,15,14,2.0
challenge,solar_first,40,lost,bankrupt,12,0,33,100,15,14,2.0
challenge,solar_first,41,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,42,lost,bankrupt,14,0,33,100,15,14,2.0
challenge,solar_first,43,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,44,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,45,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,46,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,47,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,48,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,49,lost,bankrupt,13,0,32,100,15,14,2.0
challenge,solar_first,50,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,51,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,52,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,53,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,54,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,55,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,56,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,57,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,58,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,59,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,60,lost,bankrupt,12,0,28,100,15,13,2.0
challenge,solar_first,61,lost,bankrupt,12,0,28,100,15,13,2.0
challenge,solar_first,62,lost,bankrupt,12,0,28,100,15,13,2.0
challenge,solar_first,63,lost,bankrupt,12,0,28,100,15,13,2.0
challenge,solar_first,64,lost,bankrupt,12,0,28,100,15,13,2.0
challenge,solar_first,65,lost,bankrupt,12,0,28,100,15,13,2.0
challenge,solar_first,66,lost,bankrupt,12,0,28,100,15,13,2.0
challenge,solar_first,67,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,68,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,69,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,70,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,71,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,72,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,73,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,74,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,75,lost,bankrupt,13,0,27,100,15,13,2.0
challenge,solar_first,76,lost,bankrupt,12,0,24,100,15,13,2.0
challenge,solar_first,77,lost,bankrupt,12,0,24,100,15,13,2.0
challenge,solar_first,78,lost,bankrupt,16,0,42,100,15,15,2.0
challenge,solar_first,79,lost,bankrupt,16,0,42,100,15,15,2.0
challenge,solar_first,80,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,81,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,82,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,83,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,84,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,85,lost,bankrupt,12,0,24,100,15,13,2.0
challenge,solar_first,86,lost,bankrupt,12,0,24,100,15,13,2.0
challenge,solar_first,87,lost,bankrupt,12,0,24,100,15,13,2.0
challenge,solar_first,88,lost,bankrupt,12,0,24,100,15,13,2.0
challenge,solar_first,89,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,90,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,91,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,92,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,93,lost,bankrupt,15,0,48,100,15,15,2.0
challenge,solar_first,94,lost,bankrupt,14,0,40,100,15,15,2.0
challenge,solar_first,95,lost,bankrupt,14,0,40,100,15,15,2.0
challenge,solar_first,96,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,97,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,98,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,99,lost,bankrupt,13,0,23,100,15,13,2.0
challenge,solar_first,100,lost,bankrupt,14,0,40,100,15,15,2.0
challenge,wind_first,1,lost,bankrupt,13,0,49,52,12,10,2.0
challenge,wind_first,2,lost,bankrupt,13,0,49,52,12,10,2.0
challenge,wind_first,3,lost,bankrupt,13,0,49,52,12,10,2.0
challenge,wind_first,4,lost,bankrupt,12,0,49,49,17,9,2.0
challenge,wind_first,5,lost,bankrupt,12,0,49,49,17,9,2.0
challenge,wind_first,6,lost,bankrupt,12,0,49,49,17,9,2.0
challenge,wind_first,7,lost,bankrupt,12,0,49,49,17,9,2.0
challenge,wind_first,8,lost,bankrupt,12,0,49,49,17,9,2.0
challenge,wind_first,9,lost,bankrupt,12,0,49,49,17,9,2.0
challenge,wind_first,10,lost,bankrupt,12,0,49,49,17,9,2.0
challenge,wind_first,11,lost,bankrupt,12,0,49,49,17,9,2.0
challenge,wind_first,12,lost,bankrupt,12,0,49,49,17,9,2.0
challenge,wind_first,13,lost,bankrupt,13,0,49,51,17,10,2.0
challenge,wind_first,14,lost,bankrupt,13,0,49,51,17,10,2.0
challenge,wind_first,15,lost,bankrupt,13,0,49,51,17,10,2.0
challenge,wind_first,16,lost,bankrupt,13,0,49,51,17,10,2.0
challenge,wind_first,17,lost,bankrupt,13,0,49,51,17,10,2.0
challenge,wind_first,18,lost,bankrupt,13,0,49,51,17,10,2.0
challenge,wind_first,19,lost,bankrupt,13,0,49,51,17,10,2.0
challenge,wind_first,20,lost,bankrupt,13,0,50,51,17,11,2.0
challenge,wind_first,21,lost,bankrupt,14,0,51,53,17,11,2.0
challenge,wind_first,22,lost,bankrupt,13,0,50,51,17,11,2.0
challenge,wind_first,23,lost,bankrupt,13,0,50,51,17,11,2.0
challenge,wind_first,24,lost,bankrupt,13,0,50,51,17,11,2.0
challenge,wind_first,25,lost,bankrupt,13,0,50,51,17,11,2.0
challenge,wind_first,26,lost,bankrupt,11,0,55,47,17,10,2.0
challenge,wind_first,27,lost,bankrupt,11,0,55,47,17,10,2.0
challenge,wind_first,28,lost,bankrupt,11,0,55,47,17,10,2.0
challenge,wind_first,29,lost,bankrupt,11,0,55,47,17,10,2.0
challenge,wind_first,30,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,31,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,32,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,33,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,34,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,35,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,36,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,37,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,38,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,39,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,40,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,41,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,42,lost,bankrupt,12,0,45,49,17,9,2.0
challenge,wind_first,43,lost,bankrupt,13,0,46,51,17,10,2.0
challenge,wind_first,44,lost,bankrupt,13,0,46,51,17,10,2.0
challenge,wind_first,45,lost,bankrupt,13,0,46,51,17,10,2.0
challenge,wind_first,46,lost,bankrupt,13,0,46,51,17,10,2.0
challenge,wind_first,47,lost,bankrupt,13,0,46,51,17,10,2.0
challenge,wind_first,48,lost,bankrupt,13,0,46,51,17,10,2.0
challenge,wind_first,49,lost,bankrupt,13,0,46,51,17,10,2.0
challenge,wind_first,50,lost,bankrupt,13,0,48,51,17,10,2.0
challenge,wind_first,51,lost,bankrupt,13,0,48,51,17,10,2.0
challenge,wind_first,52,lost,bankrupt,13,0,48,51,17,10,2.0
challenge,wind_first,53,lost,bankrupt,13,0,48,51,17,10,2.0
challenge,wind_first,54,lost,bankrupt,13,0,48,51,17,10,2.0
challenge,wind_first,55,lost,bankrupt,13,0,48,51,17,10,2.0
challenge,wind_first,56,lost,bankrupt,13,0,48,51,17,10,2.0
challenge,wind_first,57,lost,bankrupt,13,0,48,51,17,10,2.0
challenge,wind_first,58,lost,bankrupt,13,0,48,51,17,10,2.0
challenge,wind_first,59,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,60,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,61,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,62,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,63,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,64,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,65,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,66,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,67,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,68,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,69,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,70,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,71,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,72,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,73,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,74,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,75,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,76,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,77,lost,bankrupt,13,0,48,52,12,10,2.0
challenge,wind_first,78,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,79,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,80,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,81,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,82,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,83,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,84,lost,bankrupt,13,0,48,51,17,10,2.0
challenge,wind_first,85,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,86,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,87,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,88,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,89,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,90,lost,bankrupt,12,0,46,49,17,9,2.0
challenge,wind_first,91,lost,bankrupt,12,0,46,49,17,9,2.0
